752 9628
402 404 -0.0588235
402 405 -0.0588235
402 406 -0.0588235
402 407 -0.0588235
402 408 -0.0588235
402 444 -0.5
402 448 -0.5
403 216 -0.5
403 289 -0.5
403 347 -0.5
403 369 -0.5
403 391 -0.0588235
403 392 -0.0588235
403 393 -0.0588235
403 394 -0.0588235
403 395 -0.0588235
403 396 -0.0588235
403 397 -0.0588235
403 398 -0.0588235
403 399 -0.0588235
403 400 -0.0588235
403 401 -0.0588235
403 402 -0.0588235
403 403 4
403 404 -0.0588235
403 405 -0.0588235
403 406 -0.0588235
403 407 -0.0588235
403 408 -0.0588235
403 576 -1
404 44 -0.5
404 58 -0.5
404 219 -0.25
404 225 -0.25
404 230 -0.25
404 292 -0.25
404 298 -0.25
404 303 -0.25
404 391 -0.0588235
404 392 -0.0588235
404 393 -0.0588235
404 394 -0.0588235
404 395 -0.0588235
404 396 -0.0588235
404 397 -0.0588235
404 398 -0.0588235
404 399 -0.0588235
404 400 -0.0588235
404 401 -0.0588235
404 402 -0.0588235
404 403 -0.0588235
404 404 4
404 405 -0.0588235
404 406 -0.0588235
404 407 -0.0588235
404 408 -0.0588235
404 409 -0.25
404 410 -0.25
405 219 -0.5
405 292 -0.5
405 391 -0.0588235
405 392 -0.0588235
405 393 -0.0588235
405 394 -0.0588235
405 395 -0.0588235
405 396 -0.0588235
405 397 -0.0588235
405 398 -0.0588235
405 399 -0.0588235
405 400 -0.0588235
405 401 -0.0588235
405 402 -0.0588235
405 403 -0.0588235
405 404 -0.0588235
405 405 4
405 406 -0.0588235
405 407 -0.0588235
405 408 -0.0588235
405 419 -1
405 442 -0.5
405 446 -0.5
406 64 -0.5
406 74 -0.5
406 365 -0.333333
406 387 -0.333333
406 391 -0.0588235
406 392 -0.0588235
406 393 -0.0588235
406 394 -0.0588235
406 395 -0.0588235
406 396 -0.0588235
406 397 -0.0588235
406 398 -0.0588235
406 399 -0.0588235
406 400 -0.0588235
406 401 -0.0588235
406 402 -0.0588235
406 403 -0.0588235
406 404 -0.0588235
406 405 -0.0588235
406 406 4
406 407 -0.0588235
406 408 -0.0588235
406 411 -0.333333
406 412 -0.333333
406 442 -0.333333
406 446 -0.333333
407 391 -0.0588235
407 392 -0.0588235
407 393 -0.0588235
407 394 -0.0588235
407 395 -0.0588235
407 396 -0.0588235
407 397 -0.0588235
407 398 -0.0588235
407 399 -0.0588235
407 400 -0.0588235
407 401 -0.0588235
407 402 -0.0588235
407 403 -0.0588235
407 404 -0.0588235
407 405 -0.0588235
407 406 -0.0588235
407 407 2
407 408 -0.0588235
407 460 -0.166667
407 461 -0.166667
407 521 -0.166667
407 710 -0.166667
407 711 -0.166667
408 391 -0.0588235
408 392 -0.0588235
408 393 -0.0588235
408 394 -0.0588235
408 395 -0.0588235
408 396 -0.0588235
408 397 -0.0588235
408 398 -0.0588235
408 399 -0.0588235
408 400 -0.0588235
408 401 -0.0588235
408 402 -0.0588235
408 403 -0.0588235
408 404 -0.0588235
408 405 -0.0588235
408 406 -0.0588235
408 407 -0.0588235
408 408 1
409 208 -0.5
409 213 -0.5
409 219 -0.25
409 225 -0.25
409 230 -0.25
409 404 -0.25
409 409 3
409 411 -1
410 281 -0.5
410 286 -0.5
410 292 -0.25
410 298 -0.25
410 303 -0.25
410 404 -0.25
410 410 3
410 412 -1
411 365 -0.333333
411 406 -0.333333
411 409 -1
411 411 2
411 442 -0.333333
412 387 -0.333333
412 406 -0.333333
412 410 -1
412 412 2
412 446 -0.333333
413 311 -0.5
413 328 -0.5
413 396 -0.5
413 413 2
413 632 -0.5
414 312 -0.5
414 328 -0.5
414 397 -0.5
414 414 2
414 631 -0.5
415 313 -0.5
415 328 -0.5
415 398 -0.5
415 415 2
415 630 -0.5
416 314 -0.5
416 329 -0.5
416 399 -0.5
416 416 2
416 629 -0.5
417 315 -0.5
417 329 -0.5
417 400 -0.5
417 417 2
417 628 -0.5
418 316 -1
418 401 -0.5
418 418 2
418 627 -0.5
419 48 -0.5
419 59 -0.5
419 68 -1
419 405 -1
419 419 3
420 358 -0.333333
420 359 -0.333333
420 420 3
420 425 -1
420 427 -0.333333
420 431 -0.333333
420 685 -0.333333
420 702 -0.333333
421 359 -0.333333
421 360 -0.333333
421 421 3
421 425 -1
421 427 -0.333333
421 432 -0.333333
421 686 -0.333333
421 702 -0.333333
422 360 -0.333333
422 361 -0.333333
422 422 3
422 425 -1
422 427 -0.333333
422 433 -0.333333
422 687 -0.333333
422 703 -0.333333
423 361 -0.333333
423 362 -0.333333
423 423 3
423 426 -1
423 428 -0.333333
423 434 -0.333333
423 688 -0.333333
423 703 -0.333333
424 362 -0.5
424 424 3
424 426 -1
424 428 -0.5
424 435 -0.333333
424 695 -0.333333
424 705 -0.333333
425 420 -1
425 421 -1
425 422 -1
425 425 4
425 426 -1
426 423 -1
426 424 -1
426 425 -1
426 426 4
426 429 -1
427 358 -0.333333
427 359 -0.333333
427 360 -0.333333
427 361 -0.333333
427 420 -0.333333
427 421 -0.333333
427 422 -0.333333
427 427 3.33333
427 428 -1
428 361 -0.333333
428 362 -0.5
428 423 -0.333333
428 424 -0.5
428 427 -1
428 428 3.66667
428 430 -1
429 426 -1
429 429 3
429 430 -0.5
429 444 -1
429 461 -0.5
430 428 -1
430 429 -0.5
430 430 3
430 441 -0.5
430 461 -0.5
431 380 -0.333333
431 381 -0.333333
431 420 -0.333333
431 431 3
431 436 -1
431 438 -0.333333
431 685 -0.333333
431 702 -0.333333
432 381 -0.333333
432 382 -0.333333
432 421 -0.333333
432 432 3
432 436 -1
432 438 -0.333333
432 686 -0.333333
432 702 -0.333333
433 382 -0.333333
433 383 -0.333333
433 422 -0.333333
433 433 3
433 436 -1
433 438 -0.333333
433 687 -0.333333
433 703 -0.333333
434 383 -0.333333
434 384 -0.333333
434 423 -0.333333
434 434 3
434 437 -1
434 439 -0.333333
434 688 -0.333333
434 703 -0.333333
435 384 -0.5
435 424 -0.333333
435 435 3
435 437 -1
435 439 -0.5
435 695 -0.333333
435 705 -0.333333
436 431 -1
436 432 -1
436 433 -1
436 436 4
436 437 -1
437 434 -1
437 435 -1
437 436 -1
437 437 4
437 440 -1
438 380 -0.333333
438 381 -0.333333
438 382 -0.333333
438 383 -0.333333
438 431 -0.333333
438 432 -0.333333
438 433 -0.333333
438 438 3.33333
438 439 -1
439 383 -0.333333
439 384 -0.5
439 434 -0.333333
439 435 -0.5
439 438 -1
439 439 3.66667
439 441 -1
440 437 -1
440 440 3
440 441 -0.5
440 448 -1
440 461 -0.5
441 430 -0.5
441 439 -1
441 440 -0.5
441 441 3
441 461 -0.5
442 219 -0.5
442 365 -0.333333
442 405 -0.5
442 406 -0.333333
442 411 -0.333333
442 442 4
442 443 -1
442 445 -1
443 6 -0.0666667
443 113 -0.0666667
443 442 -1
443 443 4
443 444 -1
443 445 -0.333333
443 447 -0.0666667
443 450 -0.0666667
443 451 -0.333333
443 452 -0.333333
443 730 -0.0666667
443 731 -0.0666667
443 732 -0.0666667
443 733 -0.0666667
443 734 -0.0666667
443 735 -0.0666667
443 736 -0.0666667
443 737 -0.0666667
443 738 -0.0666667
443 739 -0.0666667
443 740 -0.0666667
444 218 -0.5
444 402 -0.5
444 429 -1
444 443 -1
444 444 3
445 11 -0.1
445 19 -0.125
445 25 -0.125
445 114 -0.1
445 116 -0.1
445 133 -0.1
445 442 -1
445 443 -0.333333
445 445 3.7
445 449 -0.125
445 450 -0.125
445 451 -0.333333
445 452 -0.333333
445 454 -0.125
445 456 -0.125
445 462 -0.125
445 463 -0.1
445 467 -0.1
445 638 -0.1
445 696 -0.125
446 292 -0.5
446 387 -0.333333
446 405 -0.5
446 406 -0.333333
446 412 -0.333333
446 446 4
446 447 -1
446 449 -1
447 6 -0.0666667
447 113 -0.0666667
447 443 -0.0666667
447 446 -1
447 447 4
447 448 -1
447 449 -0.333333
447 450 -0.0666667
447 451 -0.333333
447 453 -0.333333
447 730 -0.0666667
447 731 -0.0666667
447 732 -0.0666667
447 733 -0.0666667
447 734 -0.0666667
447 735 -0.0666667
447 736 -0.0666667
447 737 -0.0666667
447 738 -0.0666667
447 739 -0.0666667
447 740 -0.0666667
448 291 -0.5
448 402 -0.5
448 440 -1
448 447 -1
448 448 3
449 11 -0.1
449 19 -0.125
449 25 -0.125
449 114 -0.1
449 116 -0.1
449 133 -0.1
449 445 -0.125
449 446 -1
449 447 -0.333333
449 449 3.8
449 450 -0.125
449 451 -0.333333
449 452 -0.1
449 453 -0.333333
449 454 -0.125
449 456 -0.125
449 462 -0.125
449 463 -0.1
449 467 -0.1
449 638 -0.1
449 696 -0.125
450 6 -0.0666667
450 9 -0.0588235
450 16 -0.2
450 17 -0.2
450 18 -0.2
450 19 -0.125
450 25 -0.125
450 113 -0.0666667
450 141 -0.0588235
450 160 -0.0588235
450 233 -0.0588235
450 329 -0.2
450 363 -0.0588235
450 364 -0.0588235
450 385 -0.0588235
450 386 -0.0588235
450 443 -0.0666667
450 445 -0.125
450 447 -0.0666667
450 449 -0.125
450 450 4.81618
450 451 -0.333333
450 454 -0.125
450 455 -0.2
450 456 -0.333333
450 457 -0.333333
450 462 -0.125
450 466 -0.0588235
450 492 -0.0588235
450 521 -0.0588235
450 607 -0.0588235
450 626 -0.0588235
450 696 -0.125
450 698 -0.0588235
450 730 -0.0666667
450 731 -0.0666667
450 732 -0.0666667
450 733 -0.0666667
450 734 -0.0666667
450 735 -0.0666667
450 736 -0.0666667
450 737 -0.0666667
450 738 -0.0666667
450 739 -0.0666667
450 740 -0.0666667
450 747 -0.0588235
451 443 -0.333333
451 445 -0.333333
451 447 -0.333333
451 449 -0.333333
451 450 -0.333333
451 451 3
451 452 -0.333333
451 453 -0.333333
451 456 -0.333333
451 457 -0.333333
452 11 -0.1
452 114 -0.1
452 116 -0.1
452 133 -0.1
452 443 -0.333333
452 445 -0.333333
452 449 -0.1
452 451 -0.333333
452 452 3.75714
452 453 -1
452 454 -0.1
452 460 -0.142857
452 461 -0.142857
452 463 -0.1
452 467 -0.1
452 638 -0.1
452 663 -0.142857
452 671 -0.142857
452 708 -0.142857
452 709 -0.142857
453 447 -0.333333
453 449 -0.333333
453 451 -0.333333
453 452 -1
453 453 2.85714
453 460 -0.142857
453 461 -0.142857
453 663 -0.142857
453 671 -0.142857
453 708 -0.142857
453 709 -0.142857
454 11 -0.1
454 19 -0.125
454 25 -0.125
454 72 -1
454 114 -0.1
454 116 -0.1
454 133 -0.1
454 311 -0.0769231
454 312 -0.0769231
454 313 -0.0769231
454 314 -0.0769231
454 315 -0.0769231
454 316 -0.0769231
454 322 -0.0769231
454 323 -0.0769231
454 324 -0.0769231
454 325 -0.0769231
454 326 -0.0769231
454 445 -0.125
454 449 -0.125
454 450 -0.125
454 452 -0.1
454 454 3.8
454 455 -0.0769231
454 456 -0.125
454 457 -0.0769231
454 462 -0.125
454 463 -0.1
454 467 -0.1
454 638 -0.1
454 696 -0.125
455 16 -0.2
455 17 -0.2
455 18 -0.2
455 151 -0.25
455 311 -0.0769231
455 312 -0.0769231
455 313 -0.0769231
455 314 -0.0769231
455 315 -0.0769231
455 316 -0.0769231
455 322 -0.0769231
455 323 -0.0769231
455 324 -0.0769231
455 325 -0.0769231
455 326 -0.0769231
455 329 -0.2
455 450 -0.2
455 454 -0.0769231
455 455 3
455 457 -0.0769231
455 459 -0.25
455 465 -0.25
456 9 -0.0588235
456 19 -0.125
456 25 -0.125
456 141 -0.0588235
456 160 -0.0588235
456 233 -0.0588235
456 363 -0.0588235
456 364 -0.0588235
456 385 -0.0588235
456 386 -0.0588235
456 445 -0.125
456 449 -0.125
456 450 -0.333333
456 451 -0.333333
456 454 -0.125
456 456 3.81618
456 457 -0.333333
456 458 -1
456 462 -0.125
456 466 -0.0588235
456 492 -0.0588235
456 521 -0.0588235
456 607 -0.0588235
456 626 -0.0588235
456 696 -0.125
456 698 -0.0588235
456 747 -0.0588235
457 311 -0.0769231
457 312 -0.0769231
457 313 -0.0769231
457 314 -0.0769231
457 315 -0.0769231
457 316 -0.0769231
457 322 -0.0769231
457 323 -0.0769231
457 324 -0.0769231
457 325 -0.0769231
457 326 -0.0769231
457 450 -0.333333
457 451 -0.333333
457 454 -0.0769231
457 455 -0.0769231
457 456 -0.333333
457 457 2
458 15 -0.0769231
458 27 -0.1
458 36 -0.0769231
458 85 -0.1
458 86 -0.1
458 87 -0.1
458 97 -0.1
458 98 -0.1
458 109 -0.1
458 118 -0.0769231
458 119 -0.1
458 151 -0.0769231
458 158 -0.0769231
458 316 -0.0769231
458 332 -0.0769231
458 336 -0.0769231
458 337 -0.0769231
458 338 -0.0769231
458 339 -0.0769231
458 340 -0.0769231
458 456 -1
458 458 3
458 462 -0.1
458 487 -0.1
458 569 -0.0769231
459 151 -0.25
459 455 -0.25
459 459 2
459 465 -0.25
459 521 -0.5
459 749 -0.5
460 407 -0.166667
460 452 -0.142857
460 453 -0.142857
460 460 1.83333
460 461 -0.142857
460 521 -0.166667
460 663 -0.142857
460 671 -0.142857
460 708 -0.142857
460 709 -0.142857
460 710 -0.166667
460 711 -0.166667
461 407 -0.166667
461 429 -0.5
461 430 -0.5
461 440 -0.5
461 441 -0.5
461 452 -0.142857
461 453 -0.142857
461 460 -0.142857
461 461 4.83333
461 462 -1
461 521 -0.166667
461 663 -0.142857
461 671 -0.142857
461 708 -0.142857
461 709 -0.142857
461 710 -0.166667
461 711 -0.166667
462 19 -0.125
462 25 -0.125
462 27 -0.1
462 85 -0.1
462 86 -0.1
462 87 -0.1
462 97 -0.1
462 98 -0.1
462 109 -0.1
462 119 -0.1
462 155 -0.5
462 445 -0.125
462 449 -0.125
462 450 -0.125
462 454 -0.125
462 456 -0.125
462 458 -0.1
462 461 -1
462 462 5
462 463 -1
462 464 -0.5
462 487 -0.1
462 696 -0.125
463 11 -0.1
463 114 -0.1
463 116 -0.1
463 133 -0.1
463 150 -0.2
463 445 -0.1
463 449 -0.1
463 452 -0.1
463 454 -0.1
463 462 -1
463 463 4
463 467 -0.1
463 535 -0.5
463 571 -0.5
463 638 -0.1
463 691 -0.2
463 692 -0.2
463 693 -0.2
463 694 -0.2
464 34 -0.5
464 155 -0.5
464 462 -0.5
464 464 2
465 151 -0.25
465 455 -0.25
465 459 -0.25
465 465 3
465 466 -1
465 467 -1
466 6 -0.333333
466 9 -0.0588235
466 127 -0.333333
466 137 -0.333333
466 141 -0.333333
466 160 -0.0588235
466 233 -0.0588235
466 363 -0.0588235
466 364 -0.0588235
466 385 -0.0588235
466 386 -0.0588235
466 450 -0.0588235
466 456 -0.0588235
466 465 -1
466 466 4.94118
466 467 -1
466 492 -0.0588235
466 503 -0.333333
466 521 -0.0588235
466 607 -0.0588235
466 626 -0.0588235
466 698 -0.0588235
466 747 -0.0588235
467 11 -0.1
467 114 -0.1
467 116 -0.1
467 133 -0.1
467 445 -0.1
467 449 -0.1
467 452 -0.1
467 454 -0.1
467 463 -0.1
467 465 -1
467 466 -1
467 467 3
467 638 -0.1
468 468 2
468 469 -0.5
468 488 -1
468 599 -0.5
469 468 -0.5
469 469 4.5
469 470 -1
469 479 -0.5
469 480 -0.333333
469 485 -0.333333
469 488 -1
469 500 -0.333333
469 599 -0.5
470 469 -1
470 470 3
470 471 -1
470 477 -0.2
470 480 -0.2
470 486 -0.2
470 492 -0.2
470 504 -0.2
471 470 -1
471 471 4
471 472 -0.333333
471 473 -1
471 476 -0.333333
471 484 -0.333333
471 495 -1
472 471 -0.333333
472 472 3.66667
472 473 -1
472 474 -1
472 476 -0.333333
472 479 -0.333333
472 484 -0.333333
472 495 -0.333333
473 471 -1
473 472 -1
473 473 3
473 475 -0.5
473 490 -0.5
474 472 -1
474 474 3
474 477 -0.5
474 489 -1
474 494 -0.5
475 473 -0.5
475 475 3
475 484 -1
475 490 -0.5
475 491 -1
476 471 -0.333333
476 472 -0.333333
476 476 2.66667
476 479 -0.333333
476 484 -0.333333
476 493 -0.333333
476 494 -0.333333
476 495 -0.333333
476 502 -0.333333
477 470 -0.2
477 474 -0.5
477 477 4.5
477 478 -0.333333
477 480 -0.2
477 485 -0.333333
477 486 -0.2
477 492 -0.2
477 493 -1
477 494 -0.5
477 495 -0.5
477 504 -0.2
477 505 -0.333333
478 46 -0.333333
478 88 -0.333333
478 477 -0.333333
478 478 3
478 479 -0.333333
478 485 -0.333333
478 488 -0.5
478 496 -0.5
478 505 -0.333333
479 46 -0.333333
479 88 -0.333333
479 469 -0.5
479 472 -0.333333
479 476 -0.333333
479 478 -0.333333
479 479 3.16667
479 483 -0.125
479 488 -0.125
479 495 -0.125
479 496 -0.125
479 497 -0.125
479 498 -0.125
479 499 -0.125
479 500 -0.125
480 469 -0.333333
480 470 -0.2
480 477 -0.2
480 480 3.66667
480 485 -0.5
480 486 -0.2
480 487 -0.5
480 492 -0.2
480 500 -0.333333
480 501 -1
480 504 -0.2
481 481 3
481 489 -0.5
481 492 -0.5
481 501 -1
481 502 -0.5
481 503 -0.5
482 482 3.5
482 483 -1
482 486 -0.25
482 487 -0.333333
482 490 -0.333333
482 491 -0.333333
482 501 -1
482 503 -0.25
483 479 -0.125
483 482 -1
483 483 2
483 488 -0.125
483 495 -0.125
483 496 -0.125
483 497 -0.125
483 498 -0.125
483 499 -0.125
483 500 -0.125
484 471 -0.333333
484 472 -0.333333
484 475 -1
484 476 -0.333333
484 484 2
485 469 -0.333333
485 477 -0.333333
485 478 -0.333333
485 480 -0.5
485 485 3.66667
485 487 -0.5
485 489 -0.5
485 500 -0.333333
485 502 -0.5
485 505 -0.333333
486 470 -0.2
486 477 -0.2
486 480 -0.2
486 482 -0.25
486 486 4
486 490 -0.25
486 491 -0.25
486 492 -0.2
486 501 -1
486 502 -1
486 503 -0.25
486 504 -0.2
487 27 -0.1
487 85 -0.1
487 86 -0.1
487 87 -0.1
487 97 -0.1
487 98 -0.1
487 109 -0.1
487 119 -0.1
487 458 -0.1
487 462 -0.1
487 480 -0.5
487 482 -0.333333
487 485 -0.5
487 487 3
487 490 -0.333333
487 491 -0.333333
488 468 -1
488 469 -1
488 478 -0.5
488 479 -0.125
488 483 -0.125
488 488 3.5
488 495 -0.125
488 496 -0.125
488 497 -0.125
488 498 -0.125
488 499 -0.125
488 500 -0.125
489 19 -0.166667
489 32 -0.166667
489 474 -1
489 481 -0.5
489 485 -0.5
489 489 3.5
489 502 -0.5
489 507 -0.166667
489 512 -0.166667
489 571 -0.166667
490 473 -0.5
490 475 -0.5
490 482 -0.333333
490 486 -0.25
490 487 -0.333333
490 490 3.5
490 491 -0.333333
490 503 -0.25
490 509 -0.25
490 514 -0.25
490 522 -0.25
490 526 -0.25
491 475 -1
491 482 -0.333333
491 486 -0.25
491 487 -0.333333
491 490 -0.333333
491 491 3.5
491 503 -0.25
491 523 -0.5
491 527 -0.5
492 9 -0.0588235
492 141 -0.0588235
492 160 -0.0588235
492 233 -0.0588235
492 363 -0.0588235
492 364 -0.0588235
492 385 -0.0588235
492 386 -0.0588235
492 450 -0.0588235
492 456 -0.0588235
492 466 -0.0588235
492 470 -0.2
492 477 -0.2
492 480 -0.2
492 481 -0.5
492 486 -0.2
492 492 4.8
492 503 -0.5
492 504 -1
492 505 -1
492 521 -0.0588235
492 607 -0.0588235
492 626 -0.0588235
492 698 -0.0588235
492 747 -0.0588235
493 476 -0.333333
493 477 -1
493 493 2.66667
493 494 -1
493 502 -0.333333
494 474 -0.5
494 476 -0.333333
494 477 -0.5
494 493 -1
494 494 3.16667
494 495 -0.5
494 502 -0.333333
495 471 -1
495 472 -0.333333
495 476 -0.333333
495 477 -0.5
495 479 -0.125
495 483 -0.125
495 488 -0.125
495 494 -0.5
495 495 3.66667
495 496 -0.125
495 497 -0.125
495 498 -0.125
495 499 -0.125
495 500 -0.125
496 478 -0.5
496 479 -0.125
496 483 -0.125
496 488 -0.125
496 495 -0.125
496 496 2.375
496 497 -1
496 498 -0.125
496 499 -0.125
496 500 -0.125
497 479 -0.125
497 483 -0.125
497 488 -0.125
497 495 -0.125
497 496 -1
497 497 2.75
497 498 -1
497 499 -0.125
497 500 -0.125
498 479 -0.125
498 483 -0.125
498 488 -0.125
498 495 -0.125
498 496 -0.125
498 497 -1
498 498 2.75
498 499 -1
498 500 -0.125
499 479 -0.125
499 483 -0.125
499 488 -0.125
499 495 -0.125
499 496 -0.125
499 497 -0.125
499 498 -1
499 499 2.75
499 500 -1
500 469 -0.333333
500 479 -0.125
500 480 -0.333333
500 483 -0.125
500 485 -0.333333
500 488 -0.125
500 495 -0.125
500 496 -0.125
500 497 -0.125
500 498 -0.125
500 499 -1
500 500 2.875
501 480 -1
501 481 -1
501 482 -1
501 486 -1
501 501 4
502 77 -0.5
502 476 -0.333333
502 481 -0.5
502 485 -0.5
502 486 -1
502 489 -0.5
502 493 -0.333333
502 494 -0.333333
502 502 4.5
502 746 -0.5
503 6 -0.333333
503 466 -0.333333
503 481 -0.5
503 482 -0.25
503 486 -0.25
503 490 -0.25
503 491 -0.25
503 492 -0.5
503 503 3
504 47 -0.5
504 64 -0.5
504 470 -0.2
504 477 -0.2
504 480 -0.2
504 486 -0.2
504 492 -1
504 504 2.8
505 477 -0.333333
505 478 -0.333333
505 485 -0.333333
505 492 -1
505 505 2
506 506 3
506 508 -1
507 19 -0.166667
507 32 -0.166667
507 489 -0.166667
507 507 4
507 508 -1
507 512 -0.166667
507 520 -0.333333
507 521 -0.2
507 522 -0.2
507 523 -0.2
507 524 -0.2
507 525 -0.2
507 571 -0.166667
507 665 -0.333333
507 715 -0.333333
508 30 -0.2
508 506 -1
508 507 -1
508 508 4
508 510 -1
508 513 -0.2
508 519 -0.2
508 668 -0.2
508 669 -0.2
509 19 -0.25
509 490 -0.25
509 509 3.75
509 510 -1
509 514 -0.25
509 517 -1
509 518 -0.25
509 519 -0.25
509 522 -0.25
509 526 -0.25
510 161 -0.5
510 167 -0.5
510 508 -1
510 509 -1
510 510 3
511 511 3
511 513 -1
512 19 -0.166667
512 32 -0.166667
512 489 -0.166667
512 507 -0.166667
512 512 4
512 513 -1
512 521 -0.2
512 526 -0.2
512 527 -0.2
512 528 -0.2
512 529 -0.2
512 530 -0.333333
512 571 -0.166667
512 664 -0.333333
512 716 -0.333333
513 30 -0.2
513 508 -0.2
513 511 -1
513 512 -1
513 513 4
513 515 -1
513 519 -0.2
513 668 -0.2
513 669 -0.2
514 19 -0.25
514 490 -0.25
514 509 -0.25
514 514 3.75
514 515 -1
514 516 -0.5
514 517 -0.5
514 518 -0.25
514 519 -0.25
514 522 -0.25
514 526 -0.25
515 234 -0.5
515 240 -0.5
515 513 -1
515 514 -1
515 515 3
516 514 -0.5
516 516 5
516 517 -0.5
516 518 -0.2
516 520 -0.2
516 530 -0.2
516 682 -1
516 701 -0.5
516 749 -0.2
517 509 -1
517 514 -0.5
517 516 -0.5
517 517 2
518 19 -0.25
518 509 -0.25
518 514 -0.25
518 516 -0.2
518 518 3
518 519 -0.25
518 520 -0.2
518 530 -0.2
518 696 -1
518 749 -0.2
519 19 -0.25
519 30 -0.2
519 508 -0.2
519 509 -0.25
519 513 -0.2
519 514 -0.25
519 518 -0.25
519 519 2
519 668 -0.2
519 669 -0.2
520 507 -0.333333
520 516 -0.2
520 518 -0.2
520 520 3.8
520 522 -0.5
520 523 -0.5
520 530 -0.5
520 665 -0.333333
520 696 -0.5
520 715 -0.333333
520 749 -0.2
521 9 -0.0588235
521 141 -0.0588235
521 160 -0.0588235
521 233 -0.0588235
521 363 -0.0588235
521 364 -0.0588235
521 385 -0.0588235
521 386 -0.0588235
521 407 -0.166667
521 450 -0.0588235
521 456 -0.0588235
521 459 -0.5
521 460 -0.166667
521 461 -0.166667
521 466 -0.0588235
521 492 -0.0588235
521 507 -0.2
521 512 -0.2
521 521 5
521 522 -0.2
521 523 -0.2
521 524 -0.2
521 525 -0.2
521 526 -0.2
521 527 -0.2
521 528 -0.2
521 529 -0.2
521 607 -0.0588235
521 626 -0.0588235
521 698 -0.0588235
521 710 -0.166667
521 711 -0.166667
521 747 -0.0588235
521 749 -0.5
522 490 -0.25
522 507 -0.2
522 509 -0.25
522 514 -0.25
522 520 -0.5
522 521 -0.2
522 522 3.6
522 523 -0.5
522 524 -1
522 525 -0.2
522 526 -0.25
523 491 -0.5
523 507 -0.2
523 520 -0.5
523 521 -0.2
523 522 -0.5
523 523 3.6
523 524 -0.2
523 525 -1
523 527 -0.5
524 507 -0.2
524 521 -0.2
524 522 -1
524 523 -0.2
524 524 2.8
524 525 -0.2
525 507 -0.2
525 521 -0.2
525 522 -0.2
525 523 -1
525 524 -0.2
525 525 2.8
526 490 -0.25
526 509 -0.25
526 512 -0.2
526 514 -0.25
526 521 -0.2
526 522 -0.25
526 526 3.6
526 527 -0.5
526 528 -1
526 529 -0.2
526 530 -0.5
527 491 -0.5
527 512 -0.2
527 521 -0.2
527 523 -0.5
527 526 -0.5
527 527 3.6
527 528 -0.2
527 529 -1
527 530 -0.5
528 512 -0.2
528 521 -0.2
528 526 -1
528 527 -0.2
528 528 2.8
528 529 -0.2
529 512 -0.2
529 521 -0.2
529 526 -0.2
529 527 -1
529 528 -0.2
529 529 2.8
530 512 -0.333333
530 516 -0.2
530 518 -0.2
530 520 -0.5
530 526 -0.5
530 527 -0.5
530 530 3.8
530 664 -0.333333
530 696 -0.5
530 716 -0.333333
530 749 -0.2
531 531 5.46591
531 532 -0.0909091
531 533 -0.0909091
531 534 -0.0909091
531 535 -0.0909091
531 536 -0.0909091
531 537 -0.0909091
531 538 -0.0909091
531 539 -0.0909091
531 540 -0.0909091
531 541 -0.0909091
531 542 -1
531 553 -0.0625
531 554 -0.0625
531 555 -0.0625
531 556 -0.0625
531 557 -0.0625
531 564 -0.0625
531 565 -0.0909091
531 567 -0.0909091
531 637 -0.5
531 657 -0.5
531 677 -0.5
531 691 -1
532 531 -0.0909091
532 532 4.46591
532 533 -0.0909091
532 534 -0.0909091
532 535 -0.0909091
532 536 -0.0909091
532 537 -0.0909091
532 538 -0.0909091
532 539 -0.0909091
532 540 -0.0909091
532 541 -0.0909091
532 543 -1
532 553 -0.0625
532 554 -0.0625
532 555 -0.0625
532 556 -0.0625
532 557 -0.0625
532 564 -0.0625
532 565 -0.0909091
532 567 -0.0909091
532 636 -0.5
532 658 -0.5
532 678 -0.5
533 531 -0.0909091
533 532 -0.0909091
533 533 5.46591
533 534 -0.0909091
533 535 -0.0909091
533 536 -0.0909091
533 537 -0.0909091
533 538 -0.0909091
533 539 -0.0909091
533 540 -0.0909091
533 541 -0.0909091
533 544 -1
533 553 -0.0625
533 554 -0.0625
533 555 -0.0625
533 556 -0.0625
533 557 -0.0625
533 564 -0.0625
533 565 -0.0909091
533 567 -0.0909091
533 635 -0.5
533 659 -0.5
533 679 -0.5
533 693 -1
534 31 -0.5
534 531 -0.0909091
534 532 -0.0909091
534 533 -0.0909091
534 534 5.46591
534 535 -0.0909091
534 536 -0.0909091
534 537 -0.0909091
534 538 -0.0909091
534 539 -0.0909091
534 540 -0.0909091
534 541 -0.0909091
534 545 -1
534 553 -0.0625
534 554 -0.0625
534 555 -0.0625
534 556 -0.0625
534 557 -0.0625
534 564 -0.0625
534 565 -0.0909091
534 567 -0.0909091
534 634 -0.5
534 660 -0.5
534 680 -0.5
534 692 -0.5
535 463 -0.5
535 531 -0.0909091
535 532 -0.0909091
535 533 -0.0909091
535 534 -0.0909091
535 535 5.46591
535 536 -0.0909091
535 537 -0.0909091
535 538 -0.0909091
535 539 -0.0909091
535 540 -0.0909091
535 541 -0.0909091
535 546 -1
535 553 -0.0625
535 554 -0.0625
535 555 -0.0625
535 556 -0.0625
535 557 -0.0625
535 564 -0.0625
535 565 -0.0909091
535 567 -0.0909091
535 571 -0.5
535 633 -0.5
535 661 -0.5
